Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Latitude1,Longitude1,Elevation1,Placement
Porr,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Kenya,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"Unknown,  ",2.9°N,36.55°E,,,,,2.9,36.55,Not available,Not available
Potato Butte,https://volcano.si.edu/gallery/photos/GVP-06632.jpg,Shield(s),United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"1532 m, 5026 ft",40.63°N,121.43°W,,,,,40.63,-121.43,1532,On land
Potor,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5318 m, 17448 ft",23.2°S,67.67°W,,,,,-23.2,-67.67,5318,On land
Potrillo Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,Volcanic Region,USA (New Mexico),pleistocene,Pleistocene,"1695 m, 5561 ft",31.98°N,107.13°W,,,,,31.98,-107.13,1695,On land
Pouakai,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"1399 m, 4590 ft",39.23°S,174.02°E,,,,,-39.23,174.02,1399,On land
Poza Rica,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2250 m, 7382 ft",20.42°N,97.83°W,,,,,20.42,-97.83,2250,On land
"Primavera, Sierra la",https://volcano.si.edu/gallery/photos/GVP-10022.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2270 m, 7448 ft",20.62°N,103.52°W,,,,,20.62,-103.52,2270,On land
Prindle,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,Volcanic Region,Alaska (eastern),pleistocene,Pleistocene,"1245 m, 4085 ft",63.716°N,141.634°W,,,,,63.716,-141.634,1245,On land
Prodolny,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1505 m, 4938 ft",55.45°N,157.25°E,,,,,55.45,157.25,1505,On land
"Pucara, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"4080 m, 13386 ft",16.236°S,69.471°W,,,,,-16.236,-69.471,4080,On land
Pueblo Nuevo Viñas,https://volcano.si.edu/gallery/photos/GVP-08417.jpg,Stratovolcano,Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"1939 m, 6362 ft",14.199°N,90.505°W,,,,,14.199,-90.505,1939,On land
Puelche Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Chile,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"3140 m, 10302 ft",35.78°S,70.48°W,,,,,-35.78,-70.48,3140,On land
Pulau Weh,https://volcano.si.edu/gallery/photos/GVP-11986.jpg,Stratovolcano,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"617 m, 2024 ft",5.82°N,95.28°E,,,,,5.82,95.28,617,On land
"Pulpito, Punta",https://volcano.si.edu/gallery/photos/GVP-12037.jpg,Lava dome,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"131 m, 430 ft",26.517°N,111.444°W,,,,,26.517,-111.444,131,On land
Pumpan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Vanuatu,Volcanic Region,Vanuatu,pleistocene,Pleistocene,"802 m, 2631 ft",18.85°S,169.12°E,,,,,-18.85,169.12,802,On land
Punikan,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1490 m, 4888 ft",8.47°S,116.13°E,,,,,-8.47,116.13,1490,On land
"Puntas, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4348 m, 14265 ft",0.174°S,78.2°W,,,,,-0.174,-78.2,4348,On land
"Purupuruni, Cerros",https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Peru,Volcanic Region,Peru,pleistocene,Pleistocene,"5315 m, 17438 ft",17.32°S,69.9°W,,,,,-17.32,-69.9,5315,On land
Putoto,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,Volcanic Region,Kermadec Islands,pleistocene,Pleistocene,"-260 m, -853 ft",27.857°S,177.621°W,20275,181399,2409092,25745923,-27.857,-177.621,-260,Underwater
"Putri, Gunung",https://volcano.si.edu/gallery/photos/GVP-04525.jpg,Lava dome,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1796 m, 5892 ft",7.269°S,107.973°E,,,,,-7.269,107.973,1796,On land
Putzalagua,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3512 m, 11522 ft",0.962°S,78.56°W,,,,,-0.962,-78.56,3512,On land
Puyo,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"1072 m, 3517 ft",1.459°S,77.917°W,5159,5159,33367,511150,-1.459,-77.917,1072,On land
Qal'eh Hasan Ali,https://volcano.si.edu/gallery/photos/GVP-12258.jpg,Maar(s),Iran,Volcanic Region,Middle East (eastern),pleistocene,Pleistocene,"2400 m, 7874 ft",29.375°N,57.55°E,,,,,29.375,57.55,2400,On land
"Qiranah, Jabal al",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Jordan,Volcanic Region,Middle East (western),pleistocene,Pleistocene,"Unknown,  ",30.73°N,35.75°E,,,,,30.73,35.75,Not available,Not available
Quartz Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"1885 m, 6184 ft",43.629°N,120.899°W,,,,,43.629,-120.899,1885,On land
Quesnel Cone Group,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Canada,Volcanic Region,Canada,pleistocene,Pleistocene,"1646 m, 5400 ft",52.5°N,121.17°W,,,,,52.5,-121.17,1646,On land
Quetena,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5730 m, 18799 ft",22.25°S,67.42°W,,,,,-22.25,-67.42,5730,On land
"Queva, Nevado",https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Argentina,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6134 m, 20125 ft",24.309°S,66.732°W,,,,,-24.309,-66.732,6134,On land
Quezon,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Philippines,Volcanic Region,Mindanao,pleistocene,Pleistocene,"652 m, 2139 ft",6.58°N,124.62°E,,,,,6.58,124.62,652,On land
Quinchilca,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Chile,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"1632 m, 5354 ft",39.68°S,72.008°W,,,,,-39.68,-72.008,1632,On land
"Quindio, Nevado del",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"4756 m, 15604 ft",4.701°N,75.386°W,,,,,4.701,-75.386,4756,On land
Rabida,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Ecuador,Volcanic Region,Galapagos Islands,pleistocene,Pleistocene,"338 m, 1109 ft",0.413°S,90.708°W,,,,,-0.413,-90.708,338,On land
Radicofani,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic remnant,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"Unknown,  ",42.87°N,11.77°E,,,,,42.87,11.77,Not available,Not available
"Rahah-'Uwayrid, Harrat ar",https://volcano.si.edu/gallery/photos/GVP-10463.jpg,Volcanic field,Saudi Arabia,Volcanic Region,Middle East (southern),pleistocene,Pleistocene,"1700 m, 5577 ft",27.408°N,37.279°E,,,,,27.408,37.279,1700,On land
Raiden,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1212 m, 3976 ft",42.901°N,140.473°E,,,,,42.901,140.473,1212,On land
Rainbow Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"2323 m, 7621 ft",41.474°N,121.956°W,,,,,41.474,-121.956,2323,On land
Raja,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"1643 m, 5390 ft",4.83°S,104.08°E,,,,,-4.83,104.08,1643,On land
Raja-Sabanda,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"2527 m, 8291 ft",2.228°S,101.43°E,,,,,-2.228,101.43,2527,On land
Rakahore,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,Volcanic Region,Kermadec Islands,pleistocene,Pleistocene,"-640 m, -2100 ft",26.81°S,177.4°W,,,,,-26.81,-177.4,-640,Underwater
Ramu-Labumbu,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1086 m, 3563 ft",8.416°S,118.207°E,,,,,-8.416,118.207,1086,On land
Rapuhia,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"-650 m, -2133 ft",34.776°S,178.505°E,,,,,-34.776,178.505,-650,Underwater
Rarotonga,https://volcano.si.edu/includes/images/noimage.jpg,Shield,New Zealand,Volcanic Region,Pacific Ocean (central),pleistocene,Pleistocene,"639 m, 2096 ft",21.23°S,159.75°W,,,,,-21.23,-159.75,639,On land
Raton-Clayton,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (New Mexico),pleistocene,Pleistocene,"3350 m, 10991 ft",36.42°N,104.08°W,,,,,36.42,-104.08,3350,On land
Razlaty,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"Unknown,  ",54.02°N,159.38°E,,,,,54.02,159.38,Not available,Not available
Red Lake Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"2036 m, 6680 ft",40.571°N,121.594°W,,,,,40.571,-121.594,2036,On land
Red Top Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2118 m, 6949 ft",43.51°N,122.03°W,,,,,43.51,-122.03,2118,On land
"Redondo, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"768 m, 2520 ft",14.27°N,89.62°W,,,,,14.27,-89.62,768,On land
"Reforma, La",https://volcano.si.edu/gallery/photos/GVP-07493.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1300 m, 4265 ft",27.508°N,112.392°W,,,,,27.508,-112.392,1300,On land
Rekkame Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Explosion crater(s),Morocco,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"1500 m, 4921 ft",33.17°N,3.33°W,,,,,33.17,-3.33,1500,On land
Rendova,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Solomon Islands,Volcanic Region,Bougainville and Solomon Islands,pleistocene,Pleistocene,"1050 m, 3445 ft",8.47°S,157.33°E,2920,2920,11513,363602,-8.47,157.33,1050,On land
Reporoa,https://volcano.si.edu/gallery/photos/GVP-09380.jpg,Caldera,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"592 m, 1942 ft",38.42°S,176.33°E,,,,,-38.42,176.33,592,On land
Ringgit,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1250 m, 4101 ft",7.72°S,113.85°E,0,0,394,64924,-7.72,113.85,1250,On land
Rio Murta,https://volcano.si.edu/gallery/photos/GVP-11750.jpg,Pyroclastic cone(s),Chile,Volcanic Region,Southern Chile and Argentina,pleistocene,Pleistocene,"681 m, 2234 ft",46.17°S,72.708°W,,,,,-46.17,-72.708,681,On land
"Rio Negro, Cerro de",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5067 m, 16624 ft",23.398°S,67.582°W,,,,,-23.398,-67.582,5067,On land
"Rittmann, Mount",https://volcano.si.edu/includes/images/noimage.jpg,Shield,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"2600 m, 8530 ft",73.45°S,165.5°E,0,0,0,0,-73.45,165.5,2600,On land
Robinson Crusoe,https://volcano.si.edu/gallery/photos/GVP-10959.jpg,Shield(s),Chile,Volcanic Region,Pacific Ocean (Chilean Islands),pleistocene,Pleistocene,"922 m, 3025 ft",33.658°S,78.85°W,,,,,-33.658,-78.85,922,On land
Roca Redonda,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Ecuador,Volcanic Region,Galapagos Islands,pleistocene,Pleistocene,"67 m, 220 ft",0.27°N,91.63°W,,,,,0.27,-91.63,67,On land
Roccamonfina,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"1066 m, 3497 ft",41.3°N,13.93°E,,,,,41.3,13.93,1066,On land
Rochaculla-Inca Camacha,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5300 m, 17388 ft",18.8°S,68.3°W,,,,,-18.8,-68.3,5300,On land
Rodderberg,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Germany,Volcanic Region,Western Europe,pleistocene,Pleistocene,"150 m, 492 ft",50.62°N,7.2°E,,,,,50.62,7.2,150,On land
Rodriguez Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Mauritius,Volcanic Region,Indian Ocean (western),pleistocene,Pleistocene,"396 m, 1299 ft",19.7°S,63.42°E,0,2,20,6266,-19.7,63.42,396,On land
Romanovka,https://volcano.si.edu/gallery/photos/GVP-12622.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1442 m, 4731 ft",55.65°N,158.8°E,,,,,55.65,158.8,1442,On land
Rose Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,Samoan and Wallis Islands,pleistocene,Pleistocene,"3 m, 10 ft",14.545°S,168.156°W,,,,,-14.545,-168.156,3,On land
Rotorua,https://volcano.si.edu/gallery/photos/GVP-00357.jpg,Caldera,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"757 m, 2484 ft",38.08°S,176.27°E,1377,1724,2859,5368,-38.08,176.27,757,On land
Rucharu [Golets-Tornyi Group],https://volcano.si.edu/gallery/photos/GVP-11307.jpg,Pyroclastic cone(s),Japan,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,"442 m, 1450 ft",45.25°N,148.3°E,,,,,45.25,148.3,442,On land
Rumble I,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"-1100 m, -3609 ft",35.5°S,178.875°E,,,,,-35.5,178.875,-1100,Underwater
Rumble II East,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"-1150 m, -3773 ft",35.418°S,178.652°E,,,,,-35.418,178.652,-1150,Underwater
Ruminahui,https://volcano.si.edu/gallery/photos/GVP-04457.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4712 m, 15459 ft",0.578°S,78.504°W,,,,,-0.578,-78.504,4712,On land
Runcing,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"1789 m, 5869 ft",1.755°S,101.627°E,,,,,-1.755,101.627,1789,On land
Rungapapa Knoll,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"Unknown,  ",37.547°S,176.98°E,,,,,-37.547,176.98,Not available,Underwater
Rurutu,https://volcano.si.edu/includes/images/noimage.jpg,Shield,France,Volcanic Region,Pacific Ocean (central),pleistocene,Pleistocene,"394 m, 1293 ft",22.45°S,151.35°W,,,,,-22.45,-151.35,394,On land
Ryohaku Maruyama,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1786 m, 5860 ft",36.046°N,136.8°E,43112,43112,99770,1978131,36.046,136.8,1786,On land
Sabatini Complex,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"612 m, 2008 ft",42.17°N,12.22°E,,,,,42.17,12.22,612,On land
Sabinyo,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Uganda,Volcanic Region,Africa (central),pleistocene,Pleistocene,"3605 m, 11827 ft",1.388°S,29.592°E,,,,,-1.388,29.592,3605,On land
"Saboke, Doro",https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1000 m, 3281 ft",8.68°S,119.12°E,,,,,-8.68,119.12,1000,On land
Saddle Butte,https://volcano.si.edu/gallery/photos/GVP-10297.jpg,Volcanic field,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"1700 m, 5577 ft",43°N,117.8°W,,,,,43,-117.8,1700,On land
Sadiman,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Tanzania,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"2865 m, 9400 ft",3.18°S,35.42°E,,,,,-3.18,35.42,2865,On land
Sagoatoa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4153 m, 13625 ft",1.151°S,78.666°W,,,,,-1.151,-78.666,4153,On land
"Sajama, Nevado del",https://volcano.si.edu/gallery/photos/GVP-11224.jpg,Stratovolcano,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6542 m, 21463 ft",18.1°S,68.88°W,,,,,-18.1,-68.88,6542,On land
Salas y Gomez,https://volcano.si.edu/includes/images/noimage.jpg,Shield?,Chile,Volcanic Region,Pacific Ocean (Chilean Islands),pleistocene,Pleistocene,"15 m, 49 ft",26.47°S,105.47°W,,,,,-26.47,-105.47,15,On land
Salina,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"962 m, 3156 ft",38.58°N,14.85°E,,,,,38.58,14.85,962,On land
Samakkenupuri,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1063 m, 3488 ft",43.681°N,144.736°E,,,,,43.681,144.736,1063,On land
"San Agustin, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"4980 m, 16339 ft",21.25°S,67.75°W,,,,,-21.25,-67.75,4980,On land
San Augustín-Isnos,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"1900 m, 6234 ft",1.92°N,76.23°W,,,,,1.92,-76.23,1900,On land
San Carlos,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (Arizona),pleistocene,Pleistocene,"1000 m, 3281 ft",33.25°N,110.25°W,,,,,33.25,-110.25,1000,On land
San Diego,https://volcano.si.edu/includes/images/noimage.jpg,Maar,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"1163 m, 3816 ft",5.65°N,74.961°W,0,0,0,0,5.65,-74.961,1163,On land
San Felix,https://volcano.si.edu/gallery/photos/GVP-08522.jpg,Shield,Chile,Volcanic Region,Pacific Ocean (Chilean Islands),pleistocene,Pleistocene,"159 m, 522 ft",26.294°S,80.112°W,,,,,-26.294,-80.112,159,On land
San Francisco,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6032 m, 19790 ft",26.919°S,68.263°W,,,,,-26.919,-68.263,6032,On land
San Ignacio Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-10216.jpg,Volcanic field,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1500 m, 4921 ft",27.633°N,113.05°W,,,,,27.633,-113.05,1500,On land
"San Jacinto, Cerro",https://volcano.si.edu/gallery/photos/GVP-08464.jpg,Stratovolcano,Nicaragua,Volcanic Region,Nicaragua,pleistocene,Pleistocene,"300 m, 984 ft",12.37°N,86.02°W,,,,,12.37,-86.02,300,On land
San Juan,https://volcano.si.edu/gallery/photos/GVP-07984.jpg,Stratovolcano(es),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2240 m, 7349 ft",21.47°N,104.97°W,,,,,21.47,-104.97,2240,On land
San Juan,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Dominican Republic,Volcanic Region,West Indies,pleistocene,Pleistocene,"Unknown,  ",18.87°N,71.33°W,,,,,18.87,-71.33,Not available,Not available
San Martin Pajapan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1250 m, 4101 ft",18.303°N,94.73°W,,,,,18.303,-94.73,1250,On land
"San Miguel, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,"414 m, 1358 ft",10.022°N,84.708°W,,,,,10.022,-84.708,414,On land
San Pedro,https://volcano.si.edu/gallery/photos/GVP-07985.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2000 m, 6562 ft",21.17°N,104.73°W,,,,,21.17,-104.73,2000,On land
